scenario,code,horizon,calendar_horizon,completed,last_year,status,max_inflation,peak_mvi,peak_mvi_year,mean_tax_gdp,max_accounting_error,max_equity_error,real_gdp,nominal_gdp,inflation,usownership_share,mvi_gdp,tax_gdp,gini_wealth,gini_income,top10_wealth,top1_wealth,median_income,median_use_dividend,fiscal_issuance_gdp,net_seigniorage_gdp,burn_gdp,money_gdp,velocity,coverage_shortfall,labour_share,ordinary_discounted_dividends
medium,B1,50,2077,True,50,ok,0.0204188388669,0,1,0.174995400633,3.68379805203e-16,1.33226762955e-15,6.48099859857,15.5791000139,0.0200131065021,0,0,0.177690663922,0.788228260312,0.662198100655,0.707828962524,0.247266178851,1.41959080683,0,0.0379928391604,0.0379928391604,0,0.723261200967,1.38262635776,0.0621421891412,0.195167297723,26.7453372353
medium,B1,100,2127,True,100,ok,0.0204188388669,0,1,0.181023418501,3.68379805203e-16,1.33226762955e-15,18.1132789296,117.074948405,0.0199972184216,0,0,0.189262976034,0.792683594677,0.666637308475,0.712355424275,0.249158137219,3.83937605133,0,0.0264238866621,0.0264238866621,0,0.724248779814,1.38074102142,0.0650916723742,0.189045671081,62.1519384429
medium,B2,10,2037,True,10,ok,0.0201488411105,0.115094557185,1,0.280811090674,3.48990560409e-16,1.33226762955e-15,1.31282799069,1.43706193075,0.0199599745405,0,0.102837395441,0.283988959139,0.731053125851,0.37384443211,0.65071505336,0.223191495562,0.575015549141,0,0.0345431748126,0.0345431748126,0,0.714180675355,1.40020590658,0.0040061735538,0.521733175164,2.1873157823
medium,B2,25,2052,True,25,ok,0.0216735344638,0.157673542367,25,0.292907530316,3.48990560409e-16,1.33226762955e-15,2.69885838197,4.05620665872,0.0214885186882,0,0.157673542367,0.3253998522,0.737645408532,0.420809234791,0.66152586076,0.228243401575,1.02525425894,0,0.0476456654515,0.0476456654515,0,0.684331209113,1.46128071712,0.00264508394786,0.326653912733,8.08691358065
medium,B2,50,2077,True,50,ok,0.0216735344638,0.190278127991,50,0.326486018477,3.48990560409e-16,1.33226762955e-15,6.48099859857,16.215309252,0.0201187310913,0,0.190278127991,0.370401464583,0.753777717856,0.444891132662,0.679899634683,0.236212051161,2.18294542432,0,0.0355378343038,0.0355378343038,0,0.67547245212,1.4804452748,0.00214069725563,0.195167297723,26.7512370779
medium,B2,100,2127,True,100,ok,0.0216735344638,0.193655774929,100,0.35427198382,3.90276013765e-16,1.33226762955e-15,18.1132961244,122.120988974,0.0200009679477,0,0.193655774929,0.384711880935,0.761657432774,0.43958433265,0.687177897791,0.239138403528,6.03149350877,0,0.0246299638243,0.0246299638243,0,0.675079156794,1.48130776952,0.00204876912343,0.189045671081,62.1579779219
medium,B3,10,2037,True,10,ok,0.113943059545,0.082425155238,9,0.233578155452,3.50680027922e-16,1.33226762955e-15,1.31360502014,2.59777961285,0.0936503142341,0,0.082208679233,0.233089580862,0.74913689786,0.392502242016,0.668696444079,0.230804659935,0.593715209057,0,0.0502802896007,0.0502802896007,0,0.540959469207,1.84856732699,0.00503160291826,0.521733175164,2.19462528084
medium,B3,25,2052,True,25,ok,0.195372138846,0.118664336587,25,0.232358553866,3.9338844007e-16,1.33226762955e-15,2.69954306048,27.9675749166,0.195372138846,0,0.118664336587,0.230041467386,0.766645520422,0.467724210513,0.688347795402,0.239418440141,1.04979902454,0,0.0726659741472,0.0726659741472,0,0.427017413875,2.34182487062,0.00558239268353,0.326653912733,8.09641765187
medium,B3,50,2077,True,50,ok,0.402504385575,0.124354620983,46,0.230464139339,3.9338844007e-16,1.33226762955e-15,6.48099859857,75560.6681545,0.402504385575,0,0.123830292545,0.227986989027,0.799784068832,0.537159685241,0.720378324338,0.252578451338,2.09951003984,0,0.052705558113,0.052705558113,0,0.177232209565,5.64231525665,0.0128297185592,0.195167297723,26.761022444
medium,B3,100,2127,True,100,ok,0.450306409792,0.124354620983,46,0.2291841106,3.9338844007e-16,1.33226762955e-15,18.1133242583,1.82803794177e+13,0.450306409792,0,0.121065469266,0.227891338611,0.804796727363,0.543007890318,0.724783860595,0.254400706451,5.77226319825,0,0.0448662134553,0.0448662134553,0,0.13925957426,7.18083482097,0.0142665477399,0.189045671081,62.1679917579
medium,B4,10,2037,True,10,ok,0.0762516290465,0.0853980372593,9,0.233578155452,2.21280302015e-16,1.33226762955e-15,1.31360502014,2.36190726422,0.0599298565312,0,0.0848240544617,0.233089580862,0.748805580499,0.390869442493,0.66862574019,0.230796632623,0.597150779087,0,0.0592953783562,0.0462597951809,0.0130355831753,0.533284704361,1.87517097682,0.00473582027519,0.521733175164,2.19462528084
medium,B4,25,2052,True,25,ok,0.191826704802,0.119017338057,25,0.232358553866,3.78994489083e-16,1.33226762955e-15,2.69954306048,23.8819761142,0.191826704802,0,0.119017338057,0.230041467386,0.771282737957,0.467472438361,0.692938284278,0.241204042536,1.05075196721,0,0.0735664651871,0.0611153402701,0.012451124917,0.369550102301,2.70599302712,0.00552944246303,0.326653912733,8.09641765187
medium,B4,50,2077,True,50,ok,0.450639926924,0.12105573329,38,0.230464139339,3.78994489083e-16,1.33226762955e-15,6.48099859857,110191.819505,0.450639926924,0,0.119721321011,0.227986989027,0.803972842293,0.540546526527,0.724010500831,0.254057974863,2.07287980108,0,0.0433915392043,0.0393766442561,0.00401489494817,0.1231837127,8.11795632783,0.01406502689,0.195167297723,26.761022444
medium,B4,100,2127,True,100,ok,0.495106988507,0.12105573329,38,0.2291841106,3.78994489083e-16,1.33226762955e-15,18.1133242583,1.28496447248e+14,0.495106988507,0,0.117437766949,0.227891338611,0.807436863891,0.546042269327,0.727051176781,0.255327294491,5.70655344988,0,0.0366930885383,0.0339216251898,0.00277146334854,0.0990269176054,10.0982644334,0.0153953086223,0.189045671081,62.1679917579
medium,B5,10,2037,True,10,ok,0.0201488411105,0.115094557185,1,0.280811090674,3.48990560409e-16,1.33226762955e-15,1.31282799069,1.43706193075,0.0199599745405,0,0.102837395441,0.283988959139,0.731053125851,0.37384443211,0.65071505336,0.223191495562,0.575015549141,0,0.0345431748126,0.0345431748126,0,0.714180675355,1.40020590658,0.0040061735538,0.521733175164,2.1873157823
medium,B5,25,2052,True,25,ok,0.0212451432752,0.149583113671,25,0.291603920804,3.48990560409e-16,1.33226762955e-15,2.69114551496,4.01790502423,0.0207980097033,0.0385337570129,0.149583113671,0.317153754632,0.715319769893,0.419135962175,0.642602818247,0.220737705847,1.03807681557,0.0446388627265,0.0479470206221,0.0479470206221,0,0.691750454576,1.44560801281,0.00264147016099,0.326653912733,8.03226567717
medium,B5,50,2077,True,50,ok,0.0212451432752,0.154480112184,29,0.30342908467,3.48990560409e-16,1.55431223448e-15,6.48099859857,16.0062183877,0.0202589559027,0.296692477446,0.105694037906,0.285329182097,0.583237114048,0.419788065213,0.533433223246,0.177655537015,2.3917945521,1.05784265739,0.0359963861447,0.0359963861447,0,0.686721886952,1.4561935756,0.00291527932206,0.195167297723,23.6150236181
medium,B5,100,2127,True,100,ok,0.0212451432752,0.154480112184,29,0.265969173587,4.02776969555e-16,1.55431223448e-15,17.6732922503,118.964150228,0.0205583037788,0.662856612498,0,0.191066285449,0.373695558902,0.334799638958,0.34350780918,0.100817908505,7.92890858016,6.49943979649,0.0245019963294,0.0245019963294,0,0.674933248898,1.48162800045,0.00256628880021,0.189045671081,41.4703624791
medium,B6,10,2037,True,10,ok,0.0202597061807,0.13278689108,1,0.273648353261,2.02638562857e-16,1.33226762955e-15,1.31285775012,1.4375744945,0.020002604087,0,0.0986193338312,0.269387365958,0.735923825577,0.378324189958,0.655822427598,0.225376989668,0.582523867554,0,0.0449176917321,0.0317454765426,0.0131722151895,0.654824976578,1.52712562252,0.00413555058075,0.521733175164,2.18761488421
medium,B6,25,2052,True,25,ok,0.0212580624138,0.147286792092,25,0.281569836095,3.42634035034e-16,1.33226762955e-15,2.69117176835,4.01978848182,0.020786689411,0.0385337570129,0.147286792092,0.306209521754,0.719407155282,0.42317370824,0.646601335598,0.222403821747,1.04722887786,0.044672584111,0.056597321963,0.0437638844673,0.0128334374957,0.632867220696,1.58011027795,0.00271216950181,0.326653912733,8.03264832064
medium,B6,50,2077,True,50,ok,0.0212580624138,0.151878218565,29,0.291861428202,4.42932007132e-16,1.55431223448e-15,6.48099859857,16.0123742163,0.0202719952786,0.296692477446,0.101641134962,0.271269050237,0.584163131483,0.424776937224,0.5345054497,0.178091319844,2.41526495339,1.0585189685,0.0460008592262,0.0328913461678,0.0131095130584,0.627682409827,1.59316237693,0.00302078031452,0.195167297723,23.6154166158
medium,B6,100,2127,True,100,ok,0.0212580624138,0.151878218565,29,0.252751834478,4.42932007132e-16,1.88737914186e-15,17.6732933943,119.197269695,0.0205543730207,0.662856612498,0,0.18076179363,0.37146797562,0.334667863151,0.342049044396,0.100462309502,8.07184813411,6.50383179797,0.0348073184293,0.0226193743233,0.0121879441059,0.619700235975,1.61368342619,0.00230516624059,0.189045671081,41.4707611591
