year,calendar_year,automation,real_gdp,capacity,raw_capacity,nominal_gdp,price_level,inflation,labour_share,labour_demand_proxy,investment_share,capital_stock,usownership_share,shadow_participation_share,participant_income_gdp,pass_through_levy_gdp,total_recorded_tax_gdp,use_dividend_gdp,median_use_dividend,mvi_gdp,mvi_real_resident_equivalent,fiscal_issuance_gdp,net_seigniorage_gdp,burn_gdp,money_growth,money_gdp,velocity,demurrage_rate,effective_demurrage,tax_rate,tax_gdp,public_expenditure_gdp,government_consumption_gdp,gini_income,gini_wealth,top10_wealth,top1_wealth,median_income,p10_income,mean_log_consumption,median_consumption,coverage_shortfall,secondary_sales_gdp,legacy_capital_share,ordinary_discounted_dividends,resource_pressure_proxy,output_gap,accounting_residual,goods_residual,equity_residual,controller_at_bound,policy,status,scenario,code
44,2071,0.330700374071,2.37380070334,2.37380070334,2.37380070334,5.14093125474,2.16569623874,0.0203694554578,0.421263820446,0.808417562213,0.226976303367,6.67326575933,0,0.00875871028612,0.00314748043363,0.00314748043363,0.310459137642,0,0.00706805288287,0.131582901257,0.312351583551,0.039879422854,0.0267083135015,0.0131711093525,0.0436664593713,0.63835198432,1.56653386308,0.0401109315695,0.0215339583828,0.397544937557,0.307311657208,0.347191080062,0.215608178805,0.396534387483,0.745717360265,0.66765674074,0.230629826522,0.975498675504,0.587087744166,0.0344945477836,0.933173399213,0.00323684504645,0,1,8.60995041905,1,0,-5.39893926611e-18,0,6.66133814775e-16,0,B12: matched levy and monetary hybrid,ok,slow,B12
45,2072,0.342555201698,2.42909810152,2.42909810152,2.42909810152,5.36766355592,2.20973519042,0.020334777746,0.415573503185,0.801549784144,0.227082996815,6.82447669022,0,0.0111946767023,0.00408057298882,0.00408057298882,0.312465194454,0,0.0093634471812,0.132625468449,0.322160273622,0.0398563535787,0.026676734398,0.0131796191807,0.043633087218,0.638064470147,1.56723974894,0.0401108366373,0.0215568916582,0.398988015782,0.308384621465,0.348240975044,0.215615506595,0.397766489822,0.746050929037,0.668081044449,0.230822949576,0.992808816541,0.600723467817,0.0555876466477,0.948782333384,0.00321424301576,0,1,8.83686792723,1,0,-3.15424037836e-16,0,6.66133814775e-16,0,B12: matched levy and monetary hybrid,ok,slow,B12
46,2073,0.354224405783,2.4856177249,2.4856177249,2.4856177249,5.60393559912,2.25454443094,0.0202781042313,0.409972285224,0.794789542122,0.227188019652,6.97971065734,0,0.0139299007179,0.00514930729904,0.00514930729904,0.314199064272,0,0.0121383537211,0.133290851121,0.331310102112,0.0398685775642,0.0266826453026,0.0131859322616,0.0436588377542,0.637845165313,1.56777859954,0.0401004333238,0.0215751650828,0.39990290631,0.309049756973,0.348918334537,0.215627483416,0.399194135804,0.746398170573,0.668508347196,0.231016139228,1.01032979623,0.614686090441,0.0764792177205,0.964358474508,0.00321635898729,0,1,9.06512764204,1,0,2.27832111154e-16,3.96229758529e-17,6.66133814775e-16,0,B12: matched levy and monetary hybrid,ok,slow,B12
47,2074,0.365675932595,2.54334580528,2.54334580528,2.54334580528,5.85045263579,2.30029775096,0.0202938205112,0.404475552354,0.788155405619,0.227291083393,7.13900784143,0,0.0169560165189,0.00635454409899,0.00635454409899,0.31632956861,0,0.0153548487454,0.134229899059,0.341393050715,0.0398790365075,0.026686866446,0.0131921700615,0.043679599354,0.637655530094,1.56824484821,0.0400834312694,0.0215922204303,0.401153678765,0.309975024511,0.349854061018,0.215624161959,0.400248330867,0.746722173943,0.668913404196,0.231200049857,1.02821512348,0.628908282025,0.097540894822,0.981213638551,0.00318646664952,0,1,9.29454116676,1,0,-1.80278679113e-16,0,3.33066907388e-16,0,B12: matched levy and monetary hybrid,ok,slow,B12
48,2075,0.376880275151,2.60226719091,2.60226719091,2.60226719091,6.10740202575,2.34695424324,0.0202828056792,0.399097467928,0.78166446872,0.227391922476,7.30240191028,0,0.0202637067067,0.00769626963449,0.00769626963449,0.318467307646,0,0.0189635789605,0.134930558604,0.351125365707,0.0397860104009,0.0265802379889,0.013205772412,0.0435150789415,0.637408452839,1.56885274355,0.0400881461534,0.0216194538676,0.402236330492,0.310771038011,0.350557048412,0.215626489808,0.401340553183,0.747044705211,0.669312299413,0.231380831899,1.04712207938,0.643444990165,0.118583178253,1.00172720228,0.00317177929744,0,1,9.5249111158,1,0,2.72674785435e-17,-3.6356638058e-17,8.881784197e-16,0,B12: matched levy and monetary hybrid,ok,slow,B12
49,2076,0.387810728859,2.662365723,2.662365723,2.662365723,6.37567009181,2.39473864794,0.0203601773812,0.393850850148,0.775332202016,0.22749029656,7.46992016354,0,0.0238428111428,0.0091736031848,0.0091736031848,0.321229716322,0,0.0231106628187,0.136196042039,0.362603673933,0.0397500682206,0.0265363517226,0.013213716498,0.043460300418,0.637124669507,1.56955153028,0.0400848417038,0.0216409585855,0.403951059446,0.312056113137,0.351806181358,0.215610139318,0.401803717442,0.747316285049,0.669669299993,0.231544995856,1.06718819108,0.658208755628,0.140051378112,1.02049163508,0.00309797829513,0,1,9.75603286126,1,0,-2.52494775063e-16,3.48268655259e-17,2.22044604925e-16,0,B12: matched levy and monetary hybrid,ok,slow,B12
50,2077,0.39844358301,2.72362461546,2.72362461546,2.72362461546,6.65549417972,2.44361654757,0.0204105361026,0.388747080155,0.769172341675,0.227585992247,7.64158376434,0,0.0276824415558,0.0107848214666,0.0107848214666,0.324242510443,0,0.0277974430496,0.137450482882,0.374363518585,0.0395922925551,0.0263650011125,0.0132272914425,0.0431974234999,0.636702354048,1.57059259109,0.0401080532143,0.0216720988465,0.405815645275,0.313457688976,0.353049981531,0.215599498649,0.402091246808,0.747560482164,0.670001707619,0.231699164347,1.08756873104,0.673265193754,0.161741655727,1.03794708205,0.00301968975592,0,1,9.98769633183,1,0,2.25197565015e-16,3.33626022244e-17,0,0,B12: matched levy and monetary hybrid,ok,slow,B12
1,2028,0.00191263144382,0.976825142671,1.01067634336,1.01067634336,0.957288639817,0.98,-0.02,0.579081936907,0.965435468607,0.220047815786,3.03494823905,0,0,0,0,0.274275393005,0,0,0.0225960872582,0.0220724261598,-0.0194099709913,-0.0325273825389,0.0131174115476,-0.0518968229791,0.594242825571,1.68281375385,0.04,0.0209285817639,0.351656676596,0.274275393005,0.254865422013,0.232269334755,0.368139239541,0.748179015264,0.675888857509,0.234975388007,0.353523631413,0.246576069668,-0.809998017023,0.38113817346,0.00272815596661,0,1,0.190500104839,1,-0.0334936113927,-1.81212165675e-16,2.8993946508e-17,1.33226762955e-15,0,B13: usownership and targeted income protection,ok,slow,B13
2,2029,0.00397057522745,1.02261358889,1.02626213174,1.02626213174,0.982118090773,0.9604,-0.02,0.578094123891,0.99415275463,0.220099264381,3.07792784337,0,0,0,0,0.146415252005,0,0,0.0126275833902,0.0129131383697,0.0915030756268,0.0798326547958,0.0116704208311,0.137827992441,0.659052110742,1.5173306992,0.04,0.0201485304253,0.187735753178,0.146415252005,0.237918327632,0.225290744242,0.395775727021,0.741330367242,0.664509740186,0.229695434304,0.463041387614,0.257216346968,-0.765351159175,0.409867335735,0.000275136723035,0,1,0.385023795556,1,-0.00355517634034,-1.83696078095e-16,2.82609350916e-17,1.33226762955e-15,0,B13: usownership and targeted income protection,ok,slow,B13
3,2030,0.00618367993805,1.0431792496,1.0431792496,1.0431792496,1.00354688603,0.962008098245,0.00167440467024,0.57703183363,0.996417650024,0.220154591998,3.12291287484,0,0,0,0,0.166737144895,0,0,0.0134388229749,0.0140191012664,0.0663339248206,0.0526789238654,0.0136550009552,0.0816753672684,0.697658256401,1.43336653845,0.04,0.0211712224971,0.213807946016,0.166737144895,0.233071069715,0.21963224674,0.393938859973,0.738323121085,0.659054074295,0.226968525245,0.456528277448,0.260688226042,-0.7503199216,0.428651587053,0.000264818981208,0,1,0.578641151328,1,0,-1.10629910777e-16,-1.10629910777e-16,1.33226762955e-15,0,B13: usownership and targeted income protection,ok,slow,B13
4,2031,0.00856226692381,1.06062643477,1.06062643477,1.06062643477,1.03238930723,0.973376934028,0.0118178171305,0.575890111877,0.995039679121,0.220214056673,3.16910295217,0,0,0,0,0.192915518063,0,0,0.0149290778256,0.0158341745886,0.0394440065042,0.0246379725695,0.0148060339347,0.036330222632,0.702805371074,1.42286903481,0.04,0.0218324177295,0.247395480406,0.192915518063,0.232359524567,0.217430446742,0.390457116704,0.738184253709,0.657607847379,0.226113229101,0.443639505399,0.26429799766,-0.738300657889,0.428508688168,0.000422901752804,0,1,0.770782969193,1,0,1.57948174783e-16,1.07539182831e-16,1.33226762955e-15,0,B13: usownership and targeted income protection,ok,slow,B13
5,2032,0.0111171200807,1.07850650634,1.07850650634,1.07850650634,1.06637768144,0.988754054952,0.0157977042462,0.574663782361,0.993559593114,0.220277928002,3.21652795359,0,0,0,0,0.200614586202,0,0,0.0154401141728,0.016652263594,0.0314040839965,0.0164201661948,0.0149839178017,0.0241329284809,0.696825207288,1.435080117,0.04,0.0220220558296,0.257289864436,0.200614586202,0.232018670199,0.216578556026,0.38969872902,0.738858136979,0.657601287035,0.225968037608,0.444439080651,0.268422147645,-0.724963874564,0.431852884155,0.000463323736102,0,1,0.961554680952,1,0,1.52913934322e-16,-2.60279037144e-17,1.33226762955e-15,0,B13: usownership and targeted income protection,ok,slow,B13
6,2033,0.0138594687037,1.09683524305,1.09683524305,1.09683524305,1.10372593193,1.00628233722,0.0177276464075,0.573347455022,0.991970886613,0.220346486718,3.26522006869,0,0,0,0,0.201105049788,0,0,0.0155097935258,0.0170116881515,0.0305725964793,0.0157360847608,0.0148365117185,0.0233734614339,0.688981885572,1.45141696892,0.04,0.0220372881652,0.257941568097,0.201105049788,0.231677646268,0.216167852742,0.390214102077,0.739633191957,0.658025285524,0.226064839612,0.450778931163,0.272831279301,-0.710494399624,0.436293946902,0.00047643309167,0,1,1.15106376377,1,0,3.52060278172e-16,-2.51471627265e-17,1.33226762955e-15,0,B13: usownership and targeted income protection,ok,slow,B13
